item_name,variation,body_title,pattern,pattern_title,diy,body_customize,pattern_customize,kit_cost,buy,sell,color_1,color_2,miles_price,source,source_notes,version,hha_concept_1,hha_concept_2,hha_series,hha_set,interact,tag,outdoor,speaker_type,lightning_type,catalog,file_name,internal_id,unique_entry_id,variant_1,variant_2,size_x,size_y
iron hanger stand,White,,Shell pink,Shawl,1,0,1,4,,2250,White,Pink,,Crafting,,1.0.0,living room,,iron,,No,Chest,0,Does not play music,No lighting,0,FtrIronHanger_Remake_1_1,3561,LDXoMXLyLPFLGGN8Y,1,1,1,1
iron shelf,Black,Body color,,,1,1,0,7,,10500,Black,Gray,,Crafting,,1.0.0,living room,,iron,,No,Shelf,0,Does not play music,No lighting,0,FtrIronShelf_Remake_0_0,3563,m4tStpqzZ7dcjPKAT,0,0,2,1
iron shelf,White,Body color,,,1,1,0,7,,10500,White,Brown,,Crafting,,1.0.0,living room,,iron,,No,Shelf,0,Does not play music,No lighting,0,FtrIronShelf_Remake_1_0,3563,tiPpt6xywaMzT2GZw,1,0,2,1
iron worktable,Black,Body color,,,1,1,0,7,,7500,Black,Black,,Crafting,,1.0.0,garage,,iron,,No,Table,0,Does not play music,No lighting,0,FtrIronTableM_Remake_0_0,3560,Tebe6Ep2AgLHHbrfY,0,0,2,1
iron worktable,White,Body color,,,1,1,0,7,,7500,White,White,,Crafting,,1.0.0,garage,,iron,,No,Table,0,Does not play music,No lighting,0,FtrIronTableM_Remake_1_0,3560,a8HjB3fcbQrqnNHTf,1,0,2,1
ironing board,,,Stripes,Ironing board,0,0,1,1,2300,575,Black,Light blue,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Home Appliances,0,Does not play music,No lighting,1,FtrIronstand_Remake_0_0,7531,uPXasx6qobz3jSzdo,0,0,1,1
ironing board,,,Checkered,Ironing board,0,0,1,1,2300,575,Black,Pink,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Home Appliances,0,Does not play music,No lighting,1,FtrIronstand_Remake_0_1,7531,ykjHZyrvfaLxXBTvt,0,1,1,1
ironing board,,,Dots,Ironing board,0,0,1,1,2300,575,Black,Yellow,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Home Appliances,0,Does not play music,No lighting,1,FtrIronstand_Remake_0_2,7531,papsmzqBhCXcaYXMB,0,2,1,1
ironing board,,,Leaves,Ironing board,0,0,1,1,2300,575,Black,Green,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Home Appliances,0,Does not play music,No lighting,1,FtrIronstand_Remake_0_3,7531,bBGe8NDcHZv3tagTo,0,3,1,1
ironing board,,,Triangles,Ironing board,0,0,1,1,2300,575,Black,Gray,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Home Appliances,0,Does not play music,No lighting,1,FtrIronstand_Remake_0_4,7531,RBZLQJeKar2LsGMaa,0,4,1,1
ironwood bed,Birch,Lumber type,Navy,Bedding,1,1,1,8,,9900,Beige,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_0_0,3200,JEcoSbWyZrv7tvZiQ,0,0,2,1
ironwood bed,Birch,Lumber type,Blue-gray,Bedding,1,1,1,8,,9900,Beige,Light blue,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_0_1,3200,Nm9jb4sbPg2LnS75A,0,1,2,1
ironwood bed,Birch,Lumber type,Brown,Bedding,1,1,1,8,,9900,Beige,Brown,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_0_2,3200,FfRJ87oCvZteRYhph,0,2,2,1
ironwood bed,Teak,Lumber type,Navy,Bedding,1,1,1,8,,9900,Orange,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_1_0,3200,hosTz9yFXQtSh55E5,1,0,2,1
ironwood bed,Teak,Lumber type,Blue-gray,Bedding,1,1,1,8,,9900,Orange,Light blue,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_1_1,3200,3oiAE282ZhEH8m64h,1,1,2,1
ironwood bed,Teak,Lumber type,Brown,Bedding,1,1,1,8,,9900,Orange,Brown,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_1_2,3200,H8uw4eh7Qzqc4CFMS,1,2,2,1
ironwood bed,Walnut,Lumber type,Navy,Bedding,1,1,1,8,,9900,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_2_0,3200,cD9CjJCC7Zcs8K7We,2,0,2,1
ironwood bed,Walnut,Lumber type,Blue-gray,Bedding,1,1,1,8,,9900,Brown,Light blue,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_2_1,3200,7WGKxApJbqkGL5Lkh,2,1,2,1
ironwood bed,Walnut,Lumber type,Brown,Bedding,1,1,1,8,,9900,Brown,Brown,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_2_2,3200,BJxJTcGHdxFzEr8vW,2,2,2,1
ironwood bed,Old,Lumber type,Navy,Bedding,1,1,1,8,,9900,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_3_0,3200,sxAGRSahffrnFZSRA,3,0,2,1
ironwood bed,Old,Lumber type,Blue-gray,Bedding,1,1,1,8,,9900,Brown,Light blue,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_3_1,3200,mfucWzi3sa5DMYbjL,3,1,2,1
ironwood bed,Old,Lumber type,Brown,Bedding,1,1,1,8,,9900,Brown,Brown,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_3_2,3200,FD9MwNcSAxsgZB9qj,3,2,2,1
ironwood bed,Oak,,Navy,Bedding,1,0,1,8,,9900,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_4_0,3200,urAyZoLuwjNYYRQHn,4,0,2,1
ironwood bed,Oak,,Blue-gray,Bedding,1,0,1,8,,9900,Brown,Light blue,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_4_1,3200,MjNrXGvb8CWTXAfFN,4,1,2,1
ironwood bed,Oak,,Brown,Bedding,1,0,1,8,,9900,Brown,Brown,,Crafting,,1.0.0,living room,,ironwood,,Yes,Bed,0,Does not play music,No lighting,0,FtrIronwoodBedS_Remake_4_2,3200,9jckHfwd2n4iJ6ELD,4,2,2,1
ironwood cart,Birch,Lumber type,,,1,1,0,5,,3720,Beige,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Desk,0,Does not play music,No lighting,0,FtrIronwoodServingcart_Remake_0_0,3195,uE5xCZfBdszvipzhD,0,0,1,1
ironwood cart,Teak,Lumber type,,,1,1,0,5,,3720,Orange,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Desk,0,Does not play music,No lighting,0,FtrIronwoodServingcart_Remake_1_0,3195,ca8ZEmr9HCDu4b3vi,1,0,1,1
ironwood cart,Walnut,Lumber type,,,1,1,0,5,,3720,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Desk,0,Does not play music,No lighting,0,FtrIronwoodServingcart_Remake_2_0,3195,M3v7PqaPpXpxAfub2,2,0,1,1
ironwood cart,Old,Lumber type,,,1,1,0,5,,3720,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Desk,0,Does not play music,No lighting,0,FtrIronwoodServingcart_Remake_3_0,3195,JcCRKZRzXkdzTqjkn,3,0,1,1
ironwood cart,Oak,Lumber type,,,1,1,0,5,,3720,Orange,White,,Crafting,,1.0.0,living room,,ironwood,,No,Desk,0,Does not play music,No lighting,0,FtrIronwoodServingcart_Remake_4_0,3195,QmX2AmaLzgGrvi5mx,4,0,1,1
ironwood chair,Birch,Lumber type,,,1,1,0,3,,1860,Beige,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Chair,0,Does not play music,No lighting,0,FtrIronwoodChairS_Remake_0_0,3193,Gd5KPkiGL664LBeQW,0,0,1,1
ironwood chair,Teak,Lumber type,,,1,1,0,3,,1860,Orange,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Chair,0,Does not play music,No lighting,0,FtrIronwoodChairS_Remake_1_0,3193,tEPjPMZPJbwg9no8y,1,0,1,1
ironwood chair,Walnut,Lumber type,,,1,1,0,3,,1860,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Chair,0,Does not play music,No lighting,0,FtrIronwoodChairS_Remake_2_0,3193,6Zi9AuKux8bhvrfTW,2,0,1,1
ironwood chair,Old,Lumber type,,,1,1,0,3,,1860,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,Yes,Chair,0,Does not play music,No lighting,0,FtrIronwoodChairS_Remake_3_0,3193,K3oYBdsBXHf4GZFfv,3,0,1,1
ironwood chair,Oak,Lumber type,,,1,1,0,3,,1860,Orange,White,,Crafting,,1.0.0,living room,,ironwood,,Yes,Chair,0,Does not play music,No lighting,0,FtrIronwoodChairS_Remake_4_0,3193,G9f3sQw8RbYSq9NjW,4,0,1,1
ironwood cupboard,Birch,Lumber type,,,1,1,0,7,,9780,Beige,Black,,Crafting,,1.0.0,kitchen,,ironwood,,No,Shelf,0,Does not play music,No lighting,0,FtrIronwoodCupboard_Remake_0_0,3271,sMyscZojEKdqjLHBQ,0,0,2,1
ironwood cupboard,Teak,Lumber type,,,1,1,0,7,,9780,Orange,Black,,Crafting,,1.0.0,kitchen,,ironwood,,No,Shelf,0,Does not play music,No lighting,0,FtrIronwoodCupboard_Remake_1_0,3271,QicyaqvM22Huy5SuC,1,0,2,1
ironwood cupboard,Walnut,Lumber type,,,1,1,0,7,,9780,Brown,Black,,Crafting,,1.0.0,kitchen,,ironwood,,No,Shelf,0,Does not play music,No lighting,0,FtrIronwoodCupboard_Remake_2_0,3271,PgoMs34eLosKWtX7J,2,0,2,1
ironwood cupboard,Old,Lumber type,,,1,1,0,7,,9780,Brown,Black,,Crafting,,1.0.0,kitchen,,ironwood,,No,Shelf,0,Does not play music,No lighting,0,FtrIronwoodCupboard_Remake_3_0,3271,8qkioxwYSnemqucoQ,3,0,2,1
ironwood cupboard,Oak,Lumber type,,,1,1,0,7,,9780,Orange,White,,Crafting,,1.0.0,kitchen,,ironwood,,No,Shelf,0,Does not play music,No lighting,0,FtrIronwoodCupboard_Remake_4_0,3271,pXMERdtLKTF6P87ja,4,0,2,1
ironwood DIY workbench,Birch,Lumber type,,,1,1,0,7,,8520,Beige,Black,,Crafting,,1.0.0,garage,,ironwood,,,Work Bench,0,Does not play music,No lighting,0,FtrWorkbenchIronwood_Remake_0_0,3943,GpLGAC5TgSAH87sPr,0,0,2,1
ironwood DIY workbench,Teak,Lumber type,,,1,1,0,7,,8520,Orange,Black,,Crafting,,1.0.0,garage,,ironwood,,,Work Bench,0,Does not play music,No lighting,0,FtrWorkbenchIronwood_Remake_1_0,3943,FsoLHNwh7gnz2iZPJ,1,0,2,1
ironwood DIY workbench,Walnut,Lumber type,,,1,1,0,7,,8520,Brown,Black,,Crafting,,1.0.0,garage,,ironwood,,,Work Bench,0,Does not play music,No lighting,0,FtrWorkbenchIronwood_Remake_2_0,3943,yxzwNKrBRSCp9bctg,2,0,2,1
ironwood DIY workbench,Old,Lumber type,,,1,1,0,7,,8520,Brown,Black,,Crafting,,1.0.0,garage,,ironwood,,,Work Bench,0,Does not play music,No lighting,0,FtrWorkbenchIronwood_Remake_3_0,3943,b8wk34CGzmKHZgH8K,3,0,2,1
ironwood DIY workbench,Oak,Lumber type,,,1,1,0,7,,8520,Orange,White,,Crafting,,1.0.0,garage,,ironwood,,,Work Bench,0,Does not play music,No lighting,0,FtrWorkbenchIronwood_Remake_4_0,3943,imFcpFKwNs5dk8q7v,4,0,2,1
ironwood dresser,Birch,Lumber type,,,1,1,0,6,,3840,Beige,Black,,Crafting,,1.0.0,living room,,ironwood,,,Chest,0,Does not play music,No lighting,0,FtrIronwoodChest_Remake_0_0,3196,MEmKytnNJNQAAGhYy,0,0,1,1
ironwood dresser,Teak,Lumber type,,,1,1,0,6,,3840,Orange,Black,,Crafting,,1.0.0,living room,,ironwood,,,Chest,0,Does not play music,No lighting,0,FtrIronwoodChest_Remake_1_0,3196,7tCHuJzQ3wBQ2CSzq,1,0,1,1
ironwood dresser,Walnut,Lumber type,,,1,1,0,6,,3840,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,,Chest,0,Does not play music,No lighting,0,FtrIronwoodChest_Remake_2_0,3196,Ysqa7ASFgy2GrtdhJ,2,0,1,1
ironwood dresser,Old,Lumber type,,,1,1,0,6,,3840,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,,Chest,0,Does not play music,No lighting,0,FtrIronwoodChest_Remake_3_0,3196,rQ4ugAuc7bYZ7sAWw,3,0,1,1
ironwood dresser,Oak,Lumber type,,,1,1,0,6,,3840,Orange,White,,Crafting,,1.0.0,living room,,ironwood,,,Chest,0,Does not play music,No lighting,0,FtrIronwoodChest_Remake_4_0,3196,knYruPBQSwncvreGe,4,0,1,1
ironwood kitchenette,Birch,Lumber type,,,1,1,0,7,,7560,Beige,Gray,,Crafting,,1.0.0,kitchen,,ironwood,,No,Kitchen,0,Does not play music,No lighting,0,FtrIronwoodKitchen_Remake_0_0,3270,tD2WZckmYcuJzJaRZ,0,0,2,1
ironwood kitchenette,Teak,Lumber type,,,1,1,0,7,,7560,Orange,Gray,,Crafting,,1.0.0,kitchen,,ironwood,,No,Kitchen,0,Does not play music,No lighting,0,FtrIronwoodKitchen_Remake_1_0,3270,59TQ7mB6eW672xAz6,1,0,2,1
ironwood kitchenette,Walnut,Lumber type,,,1,1,0,7,,7560,Brown,Gray,,Crafting,,1.0.0,kitchen,,ironwood,,No,Kitchen,0,Does not play music,No lighting,0,FtrIronwoodKitchen_Remake_2_0,3270,jxvNrPeTQZq6SKbgu,2,0,2,1
ironwood kitchenette,Old,Lumber type,,,1,1,0,7,,7560,Brown,Gray,,Crafting,,1.0.0,kitchen,,ironwood,,No,Kitchen,0,Does not play music,No lighting,0,FtrIronwoodKitchen_Remake_3_0,3270,jrhLP9a6Rs6dWvcLo,3,0,2,1
ironwood kitchenette,Oak,Lumber type,,,1,1,0,7,,7560,Orange,Gray,,Crafting,,1.0.0,kitchen,,ironwood,,No,Kitchen,0,Does not play music,No lighting,0,FtrIronwoodKitchen_Remake_4_0,3270,zRM2bbMyvtfHt5J4S,4,0,2,1
ironwood low table,Birch,Lumber type,,,1,1,0,5,,3720,Beige,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableM_Remake_0_0,3194,JdNbdG6Lm9JRpQWrr,0,0,2,1
ironwood low table,Teak,Lumber type,,,1,1,0,5,,3720,Orange,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableM_Remake_1_0,3194,DXizSP54KGBx5BP5s,1,0,2,1
ironwood low table,Walnut,Lumber type,,,1,1,0,5,,3720,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableM_Remake_2_0,3194,DR9FaS8kZeMbL7qYS,2,0,2,1
ironwood low table,Old,Lumber type,,,1,1,0,5,,3720,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableM_Remake_3_0,3194,wdQgShDyfy9Dxaa9d,3,0,2,1
ironwood low table,Oak,Lumber type,,,1,1,0,5,,3720,Orange,White,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableM_Remake_4_0,3194,imxGnbxAEpuK2MaqR,4,0,2,1
ironwood table,Birch,Lumber type,,,1,1,0,7,,5940,Beige,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableL_Remake_0_0,3191,wG9xMvT5wnFFFbxQp,0,0,2,2
ironwood table,Teak,Lumber type,,,1,1,0,7,,5940,Orange,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableL_Remake_1_0,3191,f8FAwnfbepoKcZswB,1,0,2,2
ironwood table,Walnut,Lumber type,,,1,1,0,7,,5940,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableL_Remake_2_0,3191,wyw3iF5TEsJ8Jc7XW,2,0,2,2
ironwood table,Old,Lumber type,,,1,1,0,7,,5940,Brown,Black,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableL_Remake_3_0,3191,2WjyByPY4EBeXcXx9,3,0,2,2
ironwood table,Oak,Lumber type,,,1,1,0,7,,5940,Orange,White,,Crafting,,1.0.0,living room,,ironwood,,No,Table,0,Does not play music,No lighting,0,FtrIronwoodTableL_Remake_4_0,3191,ckXna4S38CAbfdaiX,4,0,2,2
jail bars,Silver,Body color,,,1,1,0,5,,3750,Gray,Gray,,Crafting,,1.0.0,facility,horror,,,No,Ranch,1,Does not play music,No lighting,0,FtrScreenCage_Remake_0_0,5931,A5GnnQ6RYGH974Gto,0,0,2,0.5
jail bars,Black,Body color,,,1,1,0,5,,3750,Black,Black,,Crafting,,1.0.0,facility,horror,,,No,Ranch,1,Does not play music,No lighting,0,FtrScreenCage_Remake_1_0,5931,XWun8W7qbXBX7CAc2,1,0,2,0.5
jail bars,Rusted iron,Body color,,,1,1,0,5,,3750,Brown,Brown,,Crafting,,1.0.0,facility,horror,,,No,Ranch,1,Does not play music,No lighting,0,FtrScreenCage_Remake_2_0,5931,qQT5gJYuKth6r87Ly,2,0,2,0.5
juicy-apple TV,Red apple,Fruit type,,,1,1,0,5,,3500,Red,Yellow,,Crafting,,1.0.0,fancy,,fruits,apple,Yes,TV,0,Does not play music,Monitor,0,FtrFruitsTV_Remake_0_0,2596,TZ25BzNNHG4fcmncS,0,0,1,1
juicy-apple TV,Green apple,Fruit type,,,1,1,0,5,,3500,Green,Yellow,,Crafting,,1.0.0,fancy,,fruits,apple,Yes,TV,0,Does not play music,Monitor,0,FtrFruitsTV_Remake_1_0,2596,fQY4s2gFf8t2YfqdS,1,0,1,1
jukebox,,,,,0,0,0,,5600,1400,Red,Gray,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,diner,,Yes,Audio,0,Retro,No lighting,1,FtrJukebox,791,NdQCw7DtbKgj8P2jv,0,0,1,1
kettle bathtub,,,,,1,0,0,,,6270,Black,Gray,,Crafting,,1.0.0,zen-style,bathroom,,,Yes,Bathtub,1,Does not play music,No lighting,0,FtrGoemonburo,4008,zYaneqiibuFWu96uc,0,0,1.5,1.5
kimono stand,,,Checkered,Kimono,0,0,1,2,3200,800,Beige,Red,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,,,,No,Japanese Style,0,Does not play music,No lighting,1,FtrKimonostand_Remake_0_0,7682,yKSNyMyiFkZp7tLzL,0,0,2,1
kimono stand,,,Goldfish,Kimono,0,0,1,2,3200,800,Beige,Light blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,,,,No,Japanese Style,0,Does not play music,No lighting,1,FtrKimonostand_Remake_0_1,7682,hkkcQs9HSARHGaNj7,0,1,2,1
kimono stand,,,Camellia,Kimono,0,0,1,2,3200,800,Beige,Colorful,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,,,,No,Japanese Style,0,Does not play music,No lighting,1,FtrKimonostand_Remake_0_2,7682,ji3khrKKSSrvKp8rs,0,2,2,1
kimono stand,,,Chain print,Kimono,0,0,1,2,3200,800,Beige,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,,,,No,Japanese Style,0,Does not play music,No lighting,1,FtrKimonostand_Remake_0_3,7682,FcpJacfBfqHFqeirp,0,3,2,1
kitchen island,White,,,,0,0,0,,170000,42500,White,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_0_0,998,rtLTfrfyEncyvRroG,0,0,2,2
kitchen island,Blue,,,,0,0,0,,170000,42500,Blue,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_1_0,998,zbnfAM2g9H7G8NSs6,1,0,2,2
kitchen island,Red,,,,0,0,0,,170000,42500,Red,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_2_0,998,RrEYB2BSSSsstqYtu,2,0,2,2
kitchen island,Light brown,,,,0,0,0,,170000,42500,Beige,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_3_0,998,cRTus3fqsvu2mrXfG,3,0,2,2
kitchen island,Dark brown,,,,0,0,0,,170000,42500,Brown,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_4_0,998,rGNcarQcwAMmXGpAc,4,0,2,2
kitchen island,Black,,,,0,0,0,,170000,42500,Black,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_5_0,998,JNrZLjGNrZBL5AexG,5,0,2,2
kitchen island,Silver,,,,0,0,0,,170000,42500,Gray,Gray,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,,,No,Kitchen,0,Does not play music,No lighting,1,FtrKitchenIsland_Remake_6_0,998,PAsdXFAQjygtRDKbQ,6,0,2,2
kitty litter box,White,,,,0,0,0,,1100,275,White,Orange,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_0_0,7803,ptbiTGQkPKiSAYECu,0,0,1,1
kitty litter box,Orange,,,,0,0,0,,1100,275,Yellow,Brown,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_1_0,7803,38LwzjXQCzqc8yqNj,1,0,1,1
kitty litter box,Green,,,,0,0,0,,1100,275,Green,Red,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_2_0,7803,tbXfj7e4N6723mujP,2,0,1,1
kitty litter box,Light blue,,,,0,0,0,,1100,275,Light blue,Black,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_3_0,7803,b2nkCAwQZgrj7fjCF,3,0,1,1
kitty litter box,Pink,,,,0,0,0,,1100,275,Pink,Yellow,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_4_0,7803,ABDnqEyb59BvLYeJg,4,0,1,1
kitty litter box,Brown,,,,0,0,0,,1100,275,Brown,Gray,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_5_0,7803,HDqcrLftoz3WwyYmh,5,0,1,1
kitty litter box,Black,,,,0,0,0,,1100,275,Black,Light blue,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,pet,No,Bathroom Things,0,Does not play music,No lighting,1,FtrPetWC_Remake_6_0,7803,8KgEuwSkD9xMff8DD,6,0,1,1
kotatsu,,,Tic-tac-toe pattern,Blanket,0,0,1,2,3700,925,Brown,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,,,,No,Table,0,Does not play music,No lighting,1,FtrKotatsu_Remake_0_0,1849,t7j2L56ZZ7XjTbWqJ,0,0,2,2
kotatsu,,,Flowers,Blanket,0,0,1,2,3700,925,Brown,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,,,,No,Table,0,Does not play music,No lighting,1,FtrKotatsu_Remake_0_1,1849,goThJb5CZjarmAs36,0,1,2,2
kotatsu,,,Checkered,Blanket,0,0,1,2,3700,925,Brown,Yellow,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,,,,No,Table,0,Does not play music,No lighting,1,FtrKotatsu_Remake_0_2,1849,tW6fxiBFTMGH4p4CY,0,2,2,2
kotatsu,,,Stripes,Blanket,0,0,1,2,3700,925,Brown,Colorful,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,,,,No,Table,0,Does not play music,No lighting,1,FtrKotatsu_Remake_0_3,1849,XjaiJptva6rJCnNyc,0,3,2,2
large cardboard boxes,,,,,1,0,0,,,300,,,,Crafting,,1.0.0,garage,,cardboard,,No,Supplies,0,Does not play music,No lighting,0,FtrMovingboxL,3412,D9p23LvpEg9me36Tg,0,0,2,2
lawn chair,Blue,,,,0,0,0,,760,190,Light blue,White,,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,,,,Yes,Chair,1,Does not play music,No lighting,1,FtrVinylchair_Remake_0_0,1621,cKBDhd9jR55jp3Dv9,0,0,1,1
lawn chair,Red & white & blue,,,,0,0,0,,760,190,Colorful,White,,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,,,,Yes,Chair,1,Does not play music,No lighting,1,FtrVinylchair_Remake_1_0,1621,ZqtBpyBnspf5KoL8o,1,0,1,1
lawn chair,Pink,,,,0,0,0,,760,190,Pink,White,,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,,,,Yes,Chair,1,Does not play music,No lighting,1,FtrVinylchair_Remake_2_0,1621,biA63orayFazc66Yu,2,0,1,1
