items_internal_id,items_variant_1,items_variant_2,hha_hha_id,hha_value
530,2,0,2,
530,3,0,1,school
530,3,0,2,
4269,0,0,1,garden
4269,0,0,2,
1620,0,0,1,outdoors
1620,0,0,2,
1620,0,1,1,outdoors
1620,0,1,2,
1620,0,2,1,outdoors
1620,0,2,2,
1620,0,3,1,outdoors
1620,0,3,2,
1620,1,0,1,outdoors
1620,1,0,2,
1620,1,1,1,outdoors
1620,1,1,2,
1620,1,2,1,outdoors
1620,1,2,2,
1620,1,3,1,outdoors
1620,1,3,2,
1620,2,0,1,outdoors
1620,2,0,2,
1620,2,1,1,outdoors
1620,2,1,2,
1620,2,2,1,outdoors
1620,2,2,2,
1620,2,3,1,outdoors
1620,2,3,2,
1620,3,0,1,outdoors
1620,3,0,2,
1620,3,1,1,outdoors
1620,3,1,2,
1620,3,2,1,outdoors
1620,3,2,2,
1620,3,3,1,outdoors
1620,3,3,2,
1620,4,0,1,outdoors
1620,4,0,2,
1620,4,1,1,outdoors
1620,4,1,2,
1620,4,2,1,outdoors
1620,4,2,2,
1620,4,3,1,outdoors
1620,4,3,2,
1620,5,0,1,outdoors
1620,5,0,2,
1620,5,1,1,outdoors
1620,5,1,2,
1620,5,2,1,outdoors
1620,5,2,2,
1620,5,3,1,outdoors
1620,5,3,2,
1620,6,0,1,outdoors
1620,6,0,2,
1620,6,1,1,outdoors
1620,6,1,2,
1620,6,2,1,outdoors
1620,6,2,2,
1620,6,3,1,outdoors
1620,6,3,2,
7229,0,0,1,garden
7229,0,0,2,
7229,1,0,1,garden
7229,1,0,2,
7229,2,0,1,garden
7229,2,0,2,
7229,3,0,1,garden
7229,3,0,2,
7229,4,0,1,garden
7229,4,0,2,
7229,5,0,1,garden
7229,5,0,2,
987,0,0,1,music
987,0,0,2,
987,1,0,1,music
987,1,0,2,
987,2,0,1,music
987,2,0,2,
987,3,0,1,music
987,3,0,2,
987,4,0,1,music
987,4,0,2,
3675,0,0,1,garden
3675,0,0,2,
3675,1,0,1,garden
3675,1,0,2,
3675,2,0,1,garden
3675,2,0,2,
722,0,0,1,zen-style
722,0,0,2,
531,0,0,1,school
531,0,0,2,
531,1,0,1,school
531,1,0,2,
531,2,0,1,school
531,2,0,2,
531,3,0,1,school
531,3,0,2,
531,4,0,1,school
531,4,0,2,
531,5,0,1,school
531,5,0,2,
531,6,0,1,school
531,6,0,2,
790,0,0,1,living room
790,0,0,2,expensive
793,0,0,1,living room
793,0,0,2,
4113,0,0,1,garden
4113,0,0,2,
4113,1,0,1,garden
4113,1,0,2,
4113,2,0,1,garden
4113,2,0,2,
4113,3,0,1,garden
4113,3,0,2,
4113,4,0,1,garden
4113,4,0,2,
4113,5,0,1,garden
4113,5,0,2,
4108,0,0,1,party
4108,0,0,2,fancy
4108,1,0,1,party
4108,1,0,2,fancy
4108,2,0,1,party
4108,2,0,2,fancy
4108,3,0,1,party
4108,3,0,2,fancy
4074,0,0,1,party
4074,0,0,2,fancy
4074,1,0,1,party
4074,1,0,2,fancy
4074,2,0,1,party
4074,2,0,2,fancy
4074,3,0,1,party
4074,3,0,2,fancy
4074,4,0,1,party
4074,4,0,2,fancy
4131,0,0,1,freezing cold
4131,0,0,2,fancy
4131,1,0,1,freezing cold
4131,1,0,2,fancy
4131,2,0,1,freezing cold
4131,2,0,2,fancy
4131,3,0,1,freezing cold
4131,3,0,2,fancy
4066,0,0,1,party
4066,0,0,2,fancy
4066,1,0,1,party
4066,1,0,2,fancy
4066,2,0,1,party
4066,2,0,2,fancy
4066,3,0,1,party
4066,3,0,2,fancy
4066,4,0,1,party
4066,4,0,2,fancy
4066,5,0,1,party
4066,5,0,2,fancy
3973,0,0,1,zen-style
3973,0,0,2,
3973,1,0,1,zen-style
3973,1,0,2,
3973,2,0,1,zen-style
3973,2,0,2,
3973,3,0,1,zen-style
3973,3,0,2,
3972,0,0,1,zen-style
3972,0,0,2,
3972,1,0,1,zen-style
3972,1,0,2,
3972,2,0,1,zen-style
3972,2,0,2,
3972,3,0,1,zen-style
3972,3,0,2,
7797,0,0,1,shop
7797,0,0,2,zen-style
7797,1,0,1,shop
7797,1,0,2,zen-style
7796,0,0,1,shop
7796,0,0,2,zen-style
7796,1,0,1,shop
7796,1,0,2,zen-style
3974,0,0,1,zen-style
3974,0,0,2,
3974,1,0,1,zen-style
3974,1,0,2,
3974,2,0,1,zen-style
3974,2,0,2,
3974,3,0,1,zen-style
3974,3,0,2,
3971,0,0,1,zen-style
3971,0,0,2,
3971,1,0,1,zen-style
3971,1,0,2,
3971,2,0,1,zen-style
3971,2,0,2,
3971,3,0,1,zen-style
3971,3,0,2,
3962,0,0,1,outdoors
3962,0,0,2,
3962,1,0,1,outdoors
3962,1,0,2,
3962,2,0,1,outdoors
3962,2,0,2,
3962,3,0,1,outdoors
3962,3,0,2,
3962,4,0,1,outdoors
3962,4,0,2,
3962,5,0,1,outdoors
3962,5,0,2,
3962,6,0,1,outdoors
3962,6,0,2,
3962,7,0,1,outdoors
3962,7,0,2,
9642,0,0,1,living room
9642,0,0,2,
9642,1,0,1,living room
9642,1,0,2,
2553,0,0,1,garage
2553,0,0,2,
2553,1,0,1,garage
2553,1,0,2,
2553,2,0,1,garage
2553,2,0,2,
1625,0,0,1,garden
1625,0,0,2,
1625,1,0,1,garden
1625,1,0,2,
1625,2,0,1,garden
1625,2,0,2,
1625,3,0,1,garden
1625,3,0,2,
1625,4,0,1,garden
1625,4,0,2,
1626,0,0,1,garden
1626,0,0,2,
1626,1,0,1,garden
1626,1,0,2,
1626,2,0,1,garden
1626,2,0,2,
1626,3,0,1,garden
1626,3,0,2,
1626,4,0,1,garden
1626,4,0,2,
1627,0,0,1,garden
1627,0,0,2,
1627,1,0,1,garden
1627,1,0,2,
1627,2,0,1,garden
1627,2,0,2,
1627,3,0,1,garden
1627,3,0,2,
1627,4,0,1,garden
1627,4,0,2,
3561,0,0,1,living room
3561,0,0,2,
3561,0,1,1,living room
3561,0,1,2,
3561,1,0,1,living room
3561,1,0,2,
3561,1,1,1,living room
3561,1,1,2,
3563,0,0,1,living room
3563,0,0,2,
3563,1,0,1,living room
3563,1,0,2,
3560,0,0,1,garage
3560,0,0,2,
3560,1,0,1,garage
3560,1,0,2,
7531,0,0,1,living room
7531,0,0,2,
7531,0,1,1,living room
7531,0,1,2,
7531,0,2,1,living room
7531,0,2,2,
7531,0,3,1,living room
7531,0,3,2,
7531,0,4,1,living room
7531,0,4,2,
3200,0,0,1,living room
3200,0,0,2,
3200,0,1,1,living room
3200,0,1,2,
3200,0,2,1,living room
3200,0,2,2,
3200,1,0,1,living room
3200,1,0,2,
3200,1,1,1,living room
3200,1,1,2,
3200,1,2,1,living room
3200,1,2,2,
3200,2,0,1,living room
3200,2,0,2,
3200,2,1,1,living room
3200,2,1,2,
3200,2,2,1,living room
3200,2,2,2,
3200,3,0,1,living room
3200,3,0,2,
3200,3,1,1,living room
3200,3,1,2,
3200,3,2,1,living room
3200,3,2,2,
3200,4,0,1,living room
3200,4,0,2,
3200,4,1,1,living room
3200,4,1,2,
3200,4,2,1,living room
3200,4,2,2,
3195,0,0,1,living room
3195,0,0,2,
3195,1,0,1,living room
3195,1,0,2,
3195,2,0,1,living room
3195,2,0,2,
3195,3,0,1,living room
3195,3,0,2,
3195,4,0,1,living room
3195,4,0,2,
3193,0,0,1,living room
3193,0,0,2,
3193,1,0,1,living room
3193,1,0,2,
3193,2,0,1,living room
3193,2,0,2,
3193,3,0,1,living room
3193,3,0,2,
3193,4,0,1,living room
3193,4,0,2,
3271,0,0,1,kitchen
3271,0,0,2,
3271,1,0,1,kitchen
3271,1,0,2,
3271,2,0,1,kitchen
3271,2,0,2,
3271,3,0,1,kitchen
3271,3,0,2,
3271,4,0,1,kitchen
3271,4,0,2,
3943,0,0,1,garage
3943,0,0,2,
3943,1,0,1,garage
3943,1,0,2,
3943,2,0,1,garage
3943,2,0,2,
3943,3,0,1,garage
3943,3,0,2,
3943,4,0,1,garage
3943,4,0,2,
3196,0,0,1,living room
3196,0,0,2,
3196,1,0,1,living room
3196,1,0,2,
3196,2,0,1,living room
3196,2,0,2,
3196,3,0,1,living room
3196,3,0,2,
3196,4,0,1,living room
3196,4,0,2,
3270,0,0,1,kitchen
3270,0,0,2,
3270,1,0,1,kitchen
3270,1,0,2,
3270,2,0,1,kitchen
3270,2,0,2,
3270,3,0,1,kitchen
3270,3,0,2,
3270,4,0,1,kitchen
3270,4,0,2,
3194,0,0,1,living room
3194,0,0,2,
3194,1,0,1,living room
3194,1,0,2,
3194,2,0,1,living room
3194,2,0,2,
3194,3,0,1,living room
3194,3,0,2,
3194,4,0,1,living room
3194,4,0,2,
3191,0,0,1,living room
3191,0,0,2,
3191,1,0,1,living room
3191,1,0,2,
3191,2,0,1,living room
3191,2,0,2,
3191,3,0,1,living room
3191,3,0,2,
3191,4,0,1,living room
3191,4,0,2,
5931,0,0,1,facility
5931,0,0,2,horror
5931,1,0,1,facility
5931,1,0,2,horror
5931,2,0,1,facility
5931,2,0,2,horror
2596,0,0,1,fancy
2596,0,0,2,
2596,1,0,1,fancy
2596,1,0,2,
791,0,0,1,shop
791,0,0,2,facility
4008,0,0,1,zen-style
4008,0,0,2,bathroom
7682,0,0,1,zen-style
7682,0,0,2,
7682,0,1,1,zen-style
7682,0,1,2,
7682,0,2,1,zen-style
7682,0,2,2,
7682,0,3,1,zen-style
7682,0,3,2,
998,0,0,1,kitchen
998,0,0,2,expensive
998,1,0,1,kitchen
998,1,0,2,expensive
998,2,0,1,kitchen
998,2,0,2,expensive
998,3,0,1,kitchen
998,3,0,2,expensive
998,4,0,1,kitchen
998,4,0,2,expensive
998,5,0,1,kitchen
998,5,0,2,expensive
998,6,0,1,kitchen
998,6,0,2,expensive
7803,0,0,1,living room
7803,0,0,2,
7803,1,0,1,living room
7803,1,0,2,
7803,2,0,1,living room
7803,2,0,2,
7803,3,0,1,living room
7803,3,0,2,
7803,4,0,1,living room
7803,4,0,2,
7803,5,0,1,living room
7803,5,0,2,
7803,6,0,1,living room
7803,6,0,2,
1849,0,0,1,zen-style
1849,0,0,2,
1849,0,1,1,zen-style
1849,0,1,2,
1849,0,2,1,zen-style
1849,0,2,2,
1849,0,3,1,zen-style
1849,0,3,2,
3412,0,0,1,garage
3412,0,0,2,
1621,0,0,1,ocean
1621,0,0,2,
1621,1,0,1,ocean
1621,1,0,2,
1621,2,0,1,ocean
1621,2,0,2,
1621,3,0,1,ocean
1621,3,0,2,
1621,4,0,1,ocean
1621,4,0,2,
1621,5,0,1,ocean
1621,5,0,2,
338,0,0,1,garden
338,0,0,2,
338,1,0,1,garden
338,1,0,2,
338,2,0,1,garden
338,2,0,2,
338,3,0,1,garden
338,3,0,2,
338,4,0,1,garden
338,4,0,2,
7788,0,0,1,garden
7788,0,0,2,
7788,1,0,1,garden
7788,1,0,2,
7390,0,0,1,child's room
7390,0,0,2,fancy
7390,1,0,1,child's room
7390,1,0,2,fancy
7390,2,0,1,child's room
7390,2,0,2,fancy
7390,3,0,1,child's room
7390,3,0,2,fancy
2013,0,0,1,school
2013,0,0,2,
2013,1,0,1,school
2013,1,0,2,
2014,0,0,1,school
2014,0,0,2,
2014,1,0,1,school
2014,1,0,2,
2014,2,0,1,school
2014,2,0,2,
3345,0,0,1,ocean
3345,0,0,2,
3345,1,0,1,ocean
3345,1,0,2,
3345,2,0,1,ocean
3345,2,0,2,
3345,3,0,1,ocean
3345,3,0,2,
3345,4,0,1,ocean
3345,4,0,2,
2335,0,0,1,ocean
2335,0,0,2,garden
2335,1,0,1,ocean
2335,1,0,2,garden
2335,2,0,1,ocean
2335,2,0,2,garden
2335,3,0,1,ocean
2335,3,0,2,garden
2335,4,0,1,ocean
2335,4,0,2,garden
2335,5,0,1,ocean
2335,5,0,2,garden
7236,0,0,1,fancy
7236,0,0,2,
7236,1,0,1,fancy
7236,1,0,2,
7236,2,0,1,fancy
7236,2,0,2,
3621,0,0,1,child's room
3621,0,0,2,
3621,0,1,1,child's room
3621,0,1,2,
3621,0,2,1,child's room
3621,0,2,2,
3621,0,3,1,child's room
3621,0,3,2,
3621,0,4,1,child's room
3621,0,4,2,
3621,0,5,1,child's room
3621,0,5,2,
3621,0,6,1,child's room
3621,0,6,2,
3621,0,7,1,child's room
3621,0,7,2,
3621,1,0,1,child's room
3621,1,0,2,
3621,1,1,1,child's room
3621,1,1,2,
3621,1,2,1,child's room
3621,1,2,2,
3621,1,3,1,child's room
3621,1,3,2,
3621,1,4,1,child's room
3621,1,4,2,
3621,1,5,1,child's room
3621,1,5,2,
3621,1,6,1,child's room
3621,1,6,2,
3621,1,7,1,child's room
3621,1,7,2,
3621,2,0,1,child's room
3621,2,0,2,
3621,2,1,1,child's room
3621,2,1,2,
3621,2,2,1,child's room
3621,2,2,2,
3621,2,3,1,child's room
3621,2,3,2,
3621,2,4,1,child's room
3621,2,4,2,
3621,2,5,1,child's room
3621,2,5,2,
3621,2,6,1,child's room
3621,2,6,2,
3621,2,7,1,child's room
3621,2,7,2,
3621,3,0,1,child's room
3621,3,0,2,
3621,3,1,1,child's room
3621,3,1,2,
3621,3,2,1,child's room
3621,3,2,2,
3621,3,3,1,child's room
3621,3,3,2,
3621,3,4,1,child's room
3621,3,4,2,
3621,3,5,1,child's room
3621,3,5,2,
3621,3,6,1,child's room
3621,3,6,2,
3621,3,7,1,child's room
3621,3,7,2,
3621,4,0,1,child's room
3621,4,0,2,
3621,4,1,1,child's room
3621,4,1,2,
3621,4,2,1,child's room
3621,4,2,2,
3621,4,3,1,child's room
3621,4,3,2,
3621,4,4,1,child's room
3621,4,4,2,
3621,4,5,1,child's room
3621,4,5,2,
3621,4,6,1,child's room
3621,4,6,2,
3621,4,7,1,child's room
3621,4,7,2,
3621,5,0,1,child's room
3621,5,0,2,
3621,5,1,1,child's room
3621,5,1,2,
3621,5,2,1,child's room
3621,5,2,2,
3621,5,3,1,child's room
3621,5,3,2,
3621,5,4,1,child's room
3621,5,4,2,
3621,5,5,1,child's room
3621,5,5,2,
3621,5,6,1,child's room
3621,5,6,2,
3621,5,7,1,child's room
3621,5,7,2,
3621,6,0,1,child's room
3621,6,0,2,
3621,6,1,1,child's room
3621,6,1,2,
3621,6,2,1,child's room
3621,6,2,2,
3621,6,3,1,child's room
3621,6,3,2,
3621,6,4,1,child's room
3621,6,4,2,
3621,6,5,1,child's room
3621,6,5,2,
3621,6,6,1,child's room
3621,6,6,2,
3621,6,7,1,child's room
3621,6,7,2,
3621,7,0,1,child's room
3621,7,0,2,
3621,7,1,1,child's room
3621,7,1,2,
3621,7,2,1,child's room
3621,7,2,2,
3621,7,3,1,child's room
3621,7,3,2,
3621,7,4,1,child's room
3621,7,4,2,
3621,7,5,1,child's room
3621,7,5,2,
3621,7,6,1,child's room
3621,7,6,2,
3621,7,7,1,child's room
3621,7,7,2,
4041,0,0,1,garden
4041,0,0,2,living room
4041,0,1,1,garden
4041,0,1,2,living room
4041,0,2,1,garden
4041,0,2,2,living room
4041,0,3,1,garden
4041,0,3,2,living room
4041,1,0,1,garden
4041,1,0,2,living room
4041,1,1,1,garden
4041,1,1,2,living room
4041,1,2,1,garden
4041,1,2,2,living room
4041,1,3,1,garden
4041,1,3,2,living room
4041,2,0,1,garden
4041,2,0,2,living room
4041,2,1,1,garden
4041,2,1,2,living room
4041,2,2,1,garden
4041,2,2,2,living room
4041,2,3,1,garden
4041,2,3,2,living room
4041,3,0,1,garden
4041,3,0,2,living room
4041,3,1,1,garden
4041,3,1,2,living room
4041,3,2,1,garden
4041,3,2,2,living room
4041,3,3,1,garden
4041,3,3,2,living room
4042,0,0,1,garden
4042,0,0,2,
4042,1,0,1,garden
4042,1,0,2,
4042,2,0,1,garden
4042,2,0,2,
4042,3,0,1,garden
4042,3,0,2,
4039,0,0,1,garden
4039,0,0,2,living room
4039,0,1,1,garden
4039,0,1,2,living room
4039,0,2,1,garden
4039,0,2,2,living room
4039,0,3,1,garden
4039,0,3,2,living room
4039,0,4,1,garden
4039,0,4,2,living room
4039,1,0,1,garden
4039,1,0,2,living room
4039,1,1,1,garden
4039,1,1,2,living room
4039,1,2,1,garden
4039,1,2,2,living room
4039,1,3,1,garden
4039,1,3,2,living room
4039,1,4,1,garden
4039,1,4,2,living room
4039,2,0,1,garden
4039,2,0,2,living room
4039,2,1,1,garden
4039,2,1,2,living room
4039,2,2,1,garden
4039,2,2,2,living room
4039,2,3,1,garden
4039,2,3,2,living room
4039,2,4,1,garden
4039,2,4,2,living room
4039,3,0,1,garden
4039,3,0,2,living room
4039,3,1,1,garden
4039,3,1,2,living room
4039,3,2,1,garden
4039,3,2,2,living room
4039,3,3,1,garden
4039,3,3,2,living room
4039,3,4,1,garden
4039,3,4,2,living room
4036,0,0,1,garden
4036,0,0,2,living room
4036,0,1,1,garden
4036,0,1,2,living room
4036,0,2,1,garden
4036,0,2,2,living room
4036,0,3,1,garden
4036,0,3,2,living room
4036,0,4,1,garden
4036,0,4,2,living room
4036,1,0,1,garden
4036,1,0,2,living room
4036,1,1,1,garden
4036,1,1,2,living room
4036,1,2,1,garden
4036,1,2,2,living room
4036,1,3,1,garden
4036,1,3,2,living room
4036,1,4,1,garden
4036,1,4,2,living room
4036,2,0,1,garden
4036,2,0,2,living room
4036,2,1,1,garden
4036,2,1,2,living room
4036,2,2,1,garden
4036,2,2,2,living room
4036,2,3,1,garden
4036,2,3,2,living room
4036,2,4,1,garden
4036,2,4,2,living room
4036,3,0,1,garden
4036,3,0,2,living room
4036,3,1,1,garden
4036,3,1,2,living room
4036,3,2,1,garden
4036,3,2,2,living room
4036,3,3,1,garden
4036,3,3,2,living room
4036,3,4,1,garden
4036,3,4,2,living room
4040,0,0,1,garden
4040,0,0,2,living room
4040,0,1,1,garden
4040,0,1,2,living room
4040,0,2,1,garden
4040,0,2,2,living room
4040,0,3,1,garden
4040,0,3,2,living room
4040,0,4,1,garden
4040,0,4,2,living room
4040,1,0,1,garden
4040,1,0,2,living room
4040,1,1,1,garden
4040,1,1,2,living room
4040,1,2,1,garden
4040,1,2,2,living room
4040,1,3,1,garden
4040,1,3,2,living room
4040,1,4,1,garden
4040,1,4,2,living room
4040,2,0,1,garden
4040,2,0,2,living room
4040,2,1,1,garden
4040,2,1,2,living room
4040,2,2,1,garden
4040,2,2,2,living room
4040,2,3,1,garden
4040,2,3,2,living room
4040,2,4,1,garden
4040,2,4,2,living room
4040,3,0,1,garden
4040,3,0,2,living room
4040,3,1,1,garden
4040,3,1,2,living room
4040,3,2,1,garden
4040,3,2,2,living room
4040,3,3,1,garden
4040,3,3,2,living room
4040,3,4,1,garden
4040,3,4,2,living room
4044,0,0,1,garden
4044,0,0,2,living room
4044,0,1,1,garden
4044,0,1,2,living room
4044,0,2,1,garden
4044,0,2,2,living room
4044,0,3,1,garden
4044,0,3,2,living room
4044,0,4,1,garden
4044,0,4,2,living room
4044,1,0,1,garden
4044,1,0,2,living room
4044,1,1,1,garden
4044,1,1,2,living room
4044,1,2,1,garden
4044,1,2,2,living room
4044,1,3,1,garden
4044,1,3,2,living room
4044,1,4,1,garden
4044,1,4,2,living room
4044,2,0,1,garden
4044,2,0,2,living room
4044,2,1,1,garden
4044,2,1,2,living room
4044,2,2,1,garden
4044,2,2,2,living room
4044,2,3,1,garden
4044,2,3,2,living room
4044,2,4,1,garden
4044,2,4,2,living room
4044,3,0,1,garden
4044,3,0,2,living room
4044,3,1,1,garden
4044,3,1,2,living room
4044,3,2,1,garden
4044,3,2,2,living room
4044,3,3,1,garden
4044,3,3,2,living room
4044,3,4,1,garden
4044,3,4,2,living room
4035,0,0,1,garden
4035,0,0,2,
4035,0,1,1,garden
4035,0,1,2,
4035,0,2,1,garden
4035,0,2,2,
4035,0,3,1,garden
4035,0,3,2,
4035,0,4,1,garden
4035,0,4,2,
4035,1,0,1,garden
4035,1,0,2,
4035,1,1,1,garden
4035,1,1,2,
4035,1,2,1,garden
4035,1,2,2,
4035,1,3,1,garden
4035,1,3,2,
4035,1,4,1,garden
4035,1,4,2,
4035,2,0,1,garden
4035,2,0,2,
4035,2,1,1,garden
4035,2,1,2,
4035,2,2,1,garden
4035,2,2,2,
4035,2,3,1,garden
4035,2,3,2,
4035,2,4,1,garden
4035,2,4,2,
4035,3,0,1,garden
4035,3,0,2,
4035,3,1,1,garden
4035,3,1,2,
4035,3,2,1,garden
4035,3,2,2,
4035,3,3,1,garden
4035,3,3,2,
4035,3,4,1,garden
4035,3,4,2,
4043,0,0,1,garden
4043,0,0,2,living room
4043,0,1,1,garden
4043,0,1,2,living room
4043,0,2,1,garden
4043,0,2,2,living room
4043,0,3,1,garden
4043,0,3,2,living room
4043,0,4,1,garden
4043,0,4,2,living room
4043,1,0,1,garden
4043,1,0,2,living room
4043,1,1,1,garden
4043,1,1,2,living room
4043,1,2,1,garden
4043,1,2,2,living room
4043,1,3,1,garden
4043,1,3,2,living room
4043,1,4,1,garden
4043,1,4,2,living room
4043,2,0,1,garden
4043,2,0,2,living room
4043,2,1,1,garden
4043,2,1,2,living room
4043,2,2,1,garden
4043,2,2,2,living room
4043,2,3,1,garden
4043,2,3,2,living room
4043,2,4,1,garden
4043,2,4,2,living room
4043,3,0,1,garden
4043,3,0,2,living room
4043,3,1,1,garden
4043,3,1,2,living room
4043,3,2,1,garden
4043,3,2,2,living room
4043,3,3,1,garden
4043,3,3,2,living room
4043,3,4,1,garden
4043,3,4,2,living room
5973,0,0,1,garden
5973,0,0,2,
5973,1,0,1,garden
5973,1,0,2,
5973,2,0,1,garden
5973,2,0,2,
5973,3,0,1,garden
5973,3,0,2,
4038,0,0,1,garden
4038,0,0,2,
4038,1,0,1,garden
4038,1,0,2,
4038,2,0,1,garden
4038,2,0,2,
4038,3,0,1,garden
4038,3,0,2,
4080,0,0,1,bathroom
4080,0,0,2,
4080,1,0,1,bathroom
4080,1,0,2,
4080,2,0,1,bathroom
4080,2,0,2,
4080,3,0,1,bathroom
4080,3,0,2,
4080,4,0,1,bathroom
4080,4,0,2,
4080,5,0,1,bathroom
4080,5,0,2,
4080,6,0,1,bathroom
4080,6,0,2,
7681,0,0,1,zen-style
7681,0,0,2,
7681,0,1,1,zen-style
7681,0,1,2,
7681,0,2,1,zen-style
7681,0,2,2,
7681,0,3,1,zen-style
7681,0,3,2,
1029,0,0,1,zen-style
1029,0,0,2,
1029,0,1,1,zen-style
1029,0,1,2,
1029,0,2,1,zen-style
1029,0,2,2,
1029,0,3,1,zen-style
1029,0,3,2,
1029,0,4,1,zen-style
1029,0,4,2,
1029,1,0,1,zen-style
1029,1,0,2,
1029,1,1,1,zen-style
1029,1,1,2,
1029,1,2,1,zen-style
1029,1,2,2,
1029,1,3,1,zen-style
1029,1,3,2,
1029,1,4,1,zen-style
1029,1,4,2,
1029,2,0,1,zen-style
1029,2,0,2,
1029,2,1,1,zen-style
1029,2,1,2,
1029,2,2,1,zen-style
1029,2,2,2,
1029,2,3,1,zen-style
1029,2,3,2,
1029,2,4,1,zen-style
1029,2,4,2,
1440,0,0,1,space
1440,0,0,2,
1442,0,0,1,space
1442,0,0,2,
1500,0,0,1,fancy
1500,0,0,2,child's room
1500,0,1,1,fancy
1500,0,1,2,child's room
1500,0,2,1,fancy
1500,0,2,2,child's room
1500,0,3,1,fancy
1500,0,3,2,child's room
1500,1,0,1,fancy
1500,1,0,2,child's room
1500,1,1,1,fancy
1500,1,1,2,child's room
1500,1,2,1,fancy
1500,1,2,2,child's room
1500,1,3,1,fancy
1500,1,3,2,child's room
1500,2,0,1,fancy
1500,2,0,2,child's room
1500,2,1,1,fancy
1500,2,1,2,child's room
1500,2,2,1,fancy
1500,2,2,2,child's room
1500,2,3,1,fancy
1500,2,3,2,child's room
1500,3,0,1,fancy
1500,3,0,2,child's room
1500,3,1,1,fancy
1500,3,1,2,child's room
1500,3,2,1,fancy
1500,3,2,2,child's room
1500,3,3,1,fancy
1500,3,3,2,child's room
1500,4,0,1,fancy
1500,4,0,2,child's room
1500,4,1,1,fancy
1500,4,1,2,child's room
1500,4,2,1,fancy
1500,4,2,2,child's room
1500,4,3,1,fancy
1500,4,3,2,child's room
1500,5,0,1,fancy
1500,5,0,2,child's room
1500,5,1,1,fancy
1500,5,1,2,child's room
1500,5,2,1,fancy
1500,5,2,2,child's room
1500,5,3,1,fancy
1500,5,3,2,child's room
9699,0,0,1,fancy
9699,0,0,2,child's room
144,0,0,1,garden
144,0,0,2,
144,1,0,1,garden
144,1,0,2,
144,2,0,1,garden
144,2,0,2,
144,3,0,1,garden
144,3,0,2,
144,4,0,1,garden
144,4,0,2,
7408,0,0,1,zen-style
7408,0,0,2,garden
4121,0,0,1,music
4121,0,0,2,school
12368,0,0,1,facility
12368,0,0,2,garden
3411,0,0,1,garage
3411,0,0,2,
1866,0,0,1,shop
1866,0,0,2,
1866,1,0,1,shop
1866,1,0,2,
1866,2,0,1,shop
1866,2,0,2,
1866,3,0,1,shop
1866,3,0,2,
1866,4,0,1,shop
1866,4,0,2,
9503,0,0,1,music
9503,0,0,2,party
3122,0,0,1,garage
3122,0,0,2,
3122,1,0,1,garage
3122,1,0,2,
3122,2,0,1,garage
3122,2,0,2,
3122,3,0,1,garage
3122,3,0,2,
3122,4,0,1,garage
3122,4,0,2,
3122,5,0,1,garage
3122,5,0,2,
3122,6,0,1,garage
3122,6,0,2,
3122,7,0,1,garage
3122,7,0,2,
9766,0,0,1,facility
9766,0,0,2,
9766,1,0,1,facility
9766,1,0,2,
9766,2,0,1,facility
9766,2,0,2,
9766,3,0,1,facility
9766,3,0,2,
9766,4,0,1,facility
9766,4,0,2,
9766,5,0,1,facility
9766,5,0,2,
9766,6,0,1,facility
9766,6,0,2,
9766,7,0,1,facility
9766,7,0,2,
698,0,0,1,folk art
698,0,0,2,
832,0,0,1,office
832,0,0,2,
832,1,0,1,office
832,1,0,2,
832,2,0,1,office
832,2,0,2,
832,3,0,1,office
832,3,0,2,
832,4,0,1,office
832,4,0,2,
832,5,0,1,office
832,5,0,2,
832,6,0,1,office
832,6,0,2,
4722,0,0,1,child's room
4722,0,0,2,horror
4722,1,0,1,child's room
4722,1,0,2,horror
4722,2,0,1,child's room
4722,2,0,2,horror
4722,3,0,1,child's room
4722,3,0,2,horror
4129,0,0,1,living room
4129,0,0,2,
4129,1,0,1,living room
4129,1,0,2,
4129,2,0,1,living room
4129,2,0,2,
4129,3,0,1,living room
4129,3,0,2,
4129,4,0,1,living room
4129,4,0,2,
4129,5,0,1,living room
4129,5,0,2,
1054,0,0,1,space
1054,0,0,2,
12208,0,0,1,zen-style
12208,0,0,2,garden
2614,0,0,1,fitness
2614,0,0,2,garden
2614,1,0,1,fitness
2614,1,0,2,garden
2614,2,0,1,fitness
2614,2,0,2,garden
2614,3,0,1,fitness
2614,3,0,2,garden
2614,4,0,1,fitness
2614,4,0,2,garden
2614,5,0,1,fitness
2614,5,0,2,garden
532,0,0,1,school
532,0,0,2,
532,1,0,1,school
532,1,0,2,
532,2,0,1,school
532,2,0,2,
532,3,0,1,school
532,3,0,2,
532,4,0,1,school
532,4,0,2,
532,5,0,1,school
532,5,0,2,
335,0,0,1,garden
335,0,0,2,fancy
335,1,0,1,garden
335,1,0,2,fancy
336,0,0,1,garden
336,0,0,2,fancy
336,1,0,1,garden
336,1,0,2,fancy
7232,0,0,1,fancy
7232,0,0,2,
7232,1,0,1,fancy
7232,1,0,2,
7232,2,0,1,fancy
7232,2,0,2,
805,0,0,1,garden
805,0,0,2,
805,1,0,1,garden
805,1,0,2,
805,2,0,1,garden
805,2,0,2,
805,3,0,1,garden
805,3,0,2,
805,4,0,1,garden
805,4,0,2,
3808,0,0,1,facility
3808,0,0,2,garden
3808,1,0,1,facility
3808,1,0,2,garden
3808,2,0,1,facility
