items_internal_id,items_variant_1,items_variant_2,numerics_numerics_id,numerics_value
3621,4,4,2,1925
3621,4,4,3,
3621,4,4,4,2.0
3621,4,4,5,1.0
3621,4,4,6,3.0
3621,4,5,1,7700.0
3621,4,5,2,1925
3621,4,5,3,
3621,4,5,4,2.0
3621,4,5,5,1.0
3621,4,5,6,3.0
3621,4,6,1,7700.0
3621,4,6,2,1925
3621,4,6,3,
3621,4,6,4,2.0
3621,4,6,5,1.0
3621,4,6,6,3.0
3621,4,7,1,7700.0
3621,4,7,2,1925
3621,4,7,3,
3621,4,7,4,2.0
3621,4,7,5,1.0
3621,4,7,6,3.0
3621,5,0,1,7700.0
3621,5,0,2,1925
3621,5,0,3,
3621,5,0,4,2.0
3621,5,0,5,1.0
3621,5,0,6,3.0
3621,5,1,1,7700.0
3621,5,1,2,1925
3621,5,1,3,
3621,5,1,4,2.0
3621,5,1,5,1.0
3621,5,1,6,3.0
3621,5,2,1,7700.0
3621,5,2,2,1925
3621,5,2,3,
3621,5,2,4,2.0
3621,5,2,5,1.0
3621,5,2,6,3.0
3621,5,3,1,7700.0
3621,5,3,2,1925
3621,5,3,3,
3621,5,3,4,2.0
3621,5,3,5,1.0
3621,5,3,6,3.0
3621,5,4,1,7700.0
3621,5,4,2,1925
3621,5,4,3,
3621,5,4,4,2.0
3621,5,4,5,1.0
3621,5,4,6,3.0
3621,5,5,1,7700.0
3621,5,5,2,1925
3621,5,5,3,
3621,5,5,4,2.0
3621,5,5,5,1.0
3621,5,5,6,3.0
3621,5,6,1,7700.0
3621,5,6,2,1925
3621,5,6,3,
3621,5,6,4,2.0
3621,5,6,5,1.0
3621,5,6,6,3.0
3621,5,7,1,7700.0
3621,5,7,2,1925
3621,5,7,3,
3621,5,7,4,2.0
3621,5,7,5,1.0
3621,5,7,6,3.0
3621,6,0,1,7700.0
3621,6,0,2,1925
3621,6,0,3,
3621,6,0,4,2.0
3621,6,0,5,1.0
3621,6,0,6,3.0
3621,6,1,1,7700.0
3621,6,1,2,1925
3621,6,1,3,
3621,6,1,4,2.0
3621,6,1,5,1.0
3621,6,1,6,3.0
3621,6,2,1,7700.0
3621,6,2,2,1925
3621,6,2,3,
3621,6,2,4,2.0
3621,6,2,5,1.0
3621,6,2,6,3.0
3621,6,3,1,7700.0
3621,6,3,2,1925
3621,6,3,3,
3621,6,3,4,2.0
3621,6,3,5,1.0
3621,6,3,6,3.0
3621,6,4,1,7700.0
3621,6,4,2,1925
3621,6,4,3,
3621,6,4,4,2.0
3621,6,4,5,1.0
3621,6,4,6,3.0
3621,6,5,1,7700.0
3621,6,5,2,1925
3621,6,5,3,
3621,6,5,4,2.0
3621,6,5,5,1.0
3621,6,5,6,3.0
3621,6,6,1,7700.0
3621,6,6,2,1925
3621,6,6,3,
3621,6,6,4,2.0
3621,6,6,5,1.0
3621,6,6,6,3.0
3621,6,7,1,7700.0
3621,6,7,2,1925
3621,6,7,3,
3621,6,7,4,2.0
3621,6,7,5,1.0
3621,6,7,6,3.0
3621,7,0,1,7700.0
3621,7,0,2,1925
3621,7,0,3,
3621,7,0,4,2.0
3621,7,0,5,1.0
3621,7,0,6,3.0
3621,7,1,1,7700.0
3621,7,1,2,1925
3621,7,1,3,
3621,7,1,4,2.0
3621,7,1,5,1.0
3621,7,1,6,3.0
3621,7,2,1,7700.0
3621,7,2,2,1925
3621,7,2,3,
3621,7,2,4,2.0
3621,7,2,5,1.0
3621,7,2,6,3.0
3621,7,3,1,7700.0
3621,7,3,2,1925
3621,7,3,3,
3621,7,3,4,2.0
3621,7,3,5,1.0
3621,7,3,6,3.0
3621,7,4,1,7700.0
3621,7,4,2,1925
3621,7,4,3,
3621,7,4,4,2.0
3621,7,4,5,1.0
3621,7,4,6,3.0
3621,7,5,1,7700.0
3621,7,5,2,1925
3621,7,5,3,
3621,7,5,4,2.0
3621,7,5,5,1.0
3621,7,5,6,3.0
3621,7,6,1,7700.0
3621,7,6,2,1925
3621,7,6,3,
3621,7,6,4,2.0
3621,7,6,5,1.0
3621,7,6,6,3.0
3621,7,7,1,7700.0
3621,7,7,2,1925
3621,7,7,3,
3621,7,7,4,2.0
3621,7,7,5,1.0
3621,7,7,6,3.0
4041,0,0,1,
4041,0,0,2,3600
4041,0,0,3,
4041,0,0,4,2.0
4041,0,0,5,2.0
4041,0,0,6,6.0
4041,0,1,1,
4041,0,1,2,3600
4041,0,1,3,
4041,0,1,4,2.0
4041,0,1,5,2.0
4041,0,1,6,6.0
4041,0,2,1,
4041,0,2,2,3600
4041,0,2,3,
4041,0,2,4,2.0
4041,0,2,5,2.0
4041,0,2,6,6.0
4041,0,3,1,
4041,0,3,2,3600
4041,0,3,3,
4041,0,3,4,2.0
4041,0,3,5,2.0
4041,0,3,6,6.0
4041,1,0,1,
4041,1,0,2,3600
4041,1,0,3,
4041,1,0,4,2.0
4041,1,0,5,2.0
4041,1,0,6,6.0
4041,1,1,1,
4041,1,1,2,3600
4041,1,1,3,
4041,1,1,4,2.0
4041,1,1,5,2.0
4041,1,1,6,6.0
4041,1,2,1,
4041,1,2,2,3600
4041,1,2,3,
4041,1,2,4,2.0
4041,1,2,5,2.0
4041,1,2,6,6.0
4041,1,3,1,
4041,1,3,2,3600
4041,1,3,3,
4041,1,3,4,2.0
4041,1,3,5,2.0
4041,1,3,6,6.0
4041,2,0,1,
4041,2,0,2,3600
4041,2,0,3,
4041,2,0,4,2.0
4041,2,0,5,2.0
4041,2,0,6,6.0
4041,2,1,1,
4041,2,1,2,3600
4041,2,1,3,
4041,2,1,4,2.0
4041,2,1,5,2.0
4041,2,1,6,6.0
4041,2,2,1,
4041,2,2,2,3600
4041,2,2,3,
4041,2,2,4,2.0
4041,2,2,5,2.0
4041,2,2,6,6.0
4041,2,3,1,
4041,2,3,2,3600
4041,2,3,3,
4041,2,3,4,2.0
4041,2,3,5,2.0
4041,2,3,6,6.0
4041,3,0,1,
4041,3,0,2,3600
4041,3,0,3,
4041,3,0,4,2.0
4041,3,0,5,2.0
4041,3,0,6,6.0
4041,3,1,1,
4041,3,1,2,3600
4041,3,1,3,
4041,3,1,4,2.0
4041,3,1,5,2.0
4041,3,1,6,6.0
4041,3,2,1,
4041,3,2,2,3600
4041,3,2,3,
4041,3,2,4,2.0
4041,3,2,5,2.0
4041,3,2,6,6.0
4041,3,3,1,
4041,3,3,2,3600
4041,3,3,3,
4041,3,3,4,2.0
4041,3,3,5,2.0
4041,3,3,6,6.0
4042,0,0,1,
4042,0,0,2,600
4042,0,0,3,
4042,0,0,4,2.0
4042,0,0,5,1.0
4042,0,0,6,1.0
4042,1,0,1,
4042,1,0,2,600
4042,1,0,3,
4042,1,0,4,2.0
4042,1,0,5,1.0
4042,1,0,6,1.0
4042,2,0,1,
4042,2,0,2,600
4042,2,0,3,
4042,2,0,4,2.0
4042,2,0,5,1.0
4042,2,0,6,1.0
4042,3,0,1,
4042,3,0,2,600
4042,3,0,3,
4042,3,0,4,2.0
4042,3,0,5,1.0
4042,3,0,6,1.0
4039,0,0,1,
4039,0,0,2,960
4039,0,0,3,
4039,0,0,4,1.0
4039,0,0,5,1.0
4039,0,0,6,3.0
4039,0,1,1,
4039,0,1,2,960
4039,0,1,3,
4039,0,1,4,1.0
4039,0,1,5,1.0
4039,0,1,6,3.0
4039,0,2,1,
4039,0,2,2,960
4039,0,2,3,
4039,0,2,4,1.0
4039,0,2,5,1.0
4039,0,2,6,3.0
4039,0,3,1,
4039,0,3,2,960
4039,0,3,3,
4039,0,3,4,1.0
4039,0,3,5,1.0
4039,0,3,6,3.0
4039,0,4,1,
4039,0,4,2,960
4039,0,4,3,
4039,0,4,4,1.0
4039,0,4,5,1.0
4039,0,4,6,3.0
4039,1,0,1,
4039,1,0,2,960
4039,1,0,3,
4039,1,0,4,1.0
4039,1,0,5,1.0
4039,1,0,6,3.0
4039,1,1,1,
4039,1,1,2,960
4039,1,1,3,
4039,1,1,4,1.0
4039,1,1,5,1.0
4039,1,1,6,3.0
4039,1,2,1,
4039,1,2,2,960
4039,1,2,3,
4039,1,2,4,1.0
4039,1,2,5,1.0
4039,1,2,6,3.0
4039,1,3,1,
4039,1,3,2,960
4039,1,3,3,
4039,1,3,4,1.0
4039,1,3,5,1.0
4039,1,3,6,3.0
4039,1,4,1,
4039,1,4,2,960
4039,1,4,3,
4039,1,4,4,1.0
4039,1,4,5,1.0
4039,1,4,6,3.0
4039,2,0,1,
4039,2,0,2,960
4039,2,0,3,
4039,2,0,4,1.0
4039,2,0,5,1.0
4039,2,0,6,3.0
4039,2,1,1,
4039,2,1,2,960
4039,2,1,3,
4039,2,1,4,1.0
4039,2,1,5,1.0
4039,2,1,6,3.0
4039,2,2,1,
4039,2,2,2,960
4039,2,2,3,
4039,2,2,4,1.0
4039,2,2,5,1.0
4039,2,2,6,3.0
4039,2,3,1,
4039,2,3,2,960
4039,2,3,3,
4039,2,3,4,1.0
4039,2,3,5,1.0
4039,2,3,6,3.0
4039,2,4,1,
4039,2,4,2,960
4039,2,4,3,
4039,2,4,4,1.0
4039,2,4,5,1.0
4039,2,4,6,3.0
4039,3,0,1,
4039,3,0,2,960
4039,3,0,3,
4039,3,0,4,1.0
4039,3,0,5,1.0
4039,3,0,6,3.0
4039,3,1,1,
4039,3,1,2,960
4039,3,1,3,
4039,3,1,4,1.0
4039,3,1,5,1.0
4039,3,1,6,3.0
4039,3,2,1,
4039,3,2,2,960
4039,3,2,3,
4039,3,2,4,1.0
4039,3,2,5,1.0
4039,3,2,6,3.0
4039,3,3,1,
4039,3,3,2,960
4039,3,3,3,
4039,3,3,4,1.0
4039,3,3,5,1.0
4039,3,3,6,3.0
4039,3,4,1,
4039,3,4,2,960
4039,3,4,3,
4039,3,4,4,1.0
4039,3,4,5,1.0
4039,3,4,6,3.0
4036,0,0,1,
4036,0,0,2,1560
4036,0,0,3,
4036,0,0,4,2.0
4036,0,0,5,1.0
4036,0,0,6,4.0
4036,0,1,1,
4036,0,1,2,1560
4036,0,1,3,
4036,0,1,4,2.0
4036,0,1,5,1.0
4036,0,1,6,4.0
4036,0,2,1,
4036,0,2,2,1560
4036,0,2,3,
4036,0,2,4,2.0
4036,0,2,5,1.0
4036,0,2,6,4.0
4036,0,3,1,
4036,0,3,2,1560
4036,0,3,3,
4036,0,3,4,2.0
4036,0,3,5,1.0
4036,0,3,6,4.0
4036,0,4,1,
4036,0,4,2,1560
4036,0,4,3,
4036,0,4,4,2.0
4036,0,4,5,1.0
4036,0,4,6,4.0
4036,1,0,1,
4036,1,0,2,1560
4036,1,0,3,
4036,1,0,4,2.0
4036,1,0,5,1.0
4036,1,0,6,4.0
4036,1,1,1,
4036,1,1,2,1560
4036,1,1,3,
4036,1,1,4,2.0
4036,1,1,5,1.0
4036,1,1,6,4.0
4036,1,2,1,
4036,1,2,2,1560
4036,1,2,3,
4036,1,2,4,2.0
4036,1,2,5,1.0
4036,1,2,6,4.0
4036,1,3,1,
4036,1,3,2,1560
4036,1,3,3,
4036,1,3,4,2.0
4036,1,3,5,1.0
4036,1,3,6,4.0
4036,1,4,1,
4036,1,4,2,1560
4036,1,4,3,
4036,1,4,4,2.0
4036,1,4,5,1.0
4036,1,4,6,4.0
4036,2,0,1,
4036,2,0,2,1560
4036,2,0,3,
4036,2,0,4,2.0
4036,2,0,5,1.0
4036,2,0,6,4.0
4036,2,1,1,
4036,2,1,2,1560
4036,2,1,3,
4036,2,1,4,2.0
4036,2,1,5,1.0
4036,2,1,6,4.0
4036,2,2,1,
4036,2,2,2,1560
4036,2,2,3,
4036,2,2,4,2.0
4036,2,2,5,1.0
4036,2,2,6,4.0
4036,2,3,1,
4036,2,3,2,1560
4036,2,3,3,
4036,2,3,4,2.0
4036,2,3,5,1.0
4036,2,3,6,4.0
4036,2,4,1,
4036,2,4,2,1560
4036,2,4,3,
4036,2,4,4,2.0
4036,2,4,5,1.0
4036,2,4,6,4.0
4036,3,0,1,
4036,3,0,2,1560
4036,3,0,3,
4036,3,0,4,2.0
4036,3,0,5,1.0
4036,3,0,6,4.0
4036,3,1,1,
4036,3,1,2,1560
4036,3,1,3,
4036,3,1,4,2.0
4036,3,1,5,1.0
4036,3,1,6,4.0
4036,3,2,1,
4036,3,2,2,1560
4036,3,2,3,
4036,3,2,4,2.0
4036,3,2,5,1.0
4036,3,2,6,4.0
4036,3,3,1,
4036,3,3,2,1560
4036,3,3,3,
4036,3,3,4,2.0
4036,3,3,5,1.0
4036,3,3,6,4.0
4036,3,4,1,
4036,3,4,2,1560
4036,3,4,3,
4036,3,4,4,2.0
4036,3,4,5,1.0
4036,3,4,6,4.0
4040,0,0,1,
4040,0,0,2,1800
4040,0,0,3,
4040,0,0,4,2.0
4040,0,0,5,2.0
4040,0,0,6,4.0
4040,0,1,1,
4040,0,1,2,1800
4040,0,1,3,
4040,0,1,4,2.0
4040,0,1,5,2.0
4040,0,1,6,4.0
4040,0,2,1,
4040,0,2,2,1800
4040,0,2,3,
4040,0,2,4,2.0
4040,0,2,5,2.0
4040,0,2,6,4.0
4040,0,3,1,
4040,0,3,2,1800
4040,0,3,3,
4040,0,3,4,2.0
4040,0,3,5,2.0
4040,0,3,6,4.0
4040,0,4,1,
4040,0,4,2,1800
4040,0,4,3,
4040,0,4,4,2.0
4040,0,4,5,2.0
4040,0,4,6,4.0
4040,1,0,1,
4040,1,0,2,1800
4040,1,0,3,
4040,1,0,4,2.0
4040,1,0,5,2.0
4040,1,0,6,4.0
4040,1,1,1,
4040,1,1,2,1800
4040,1,1,3,
4040,1,1,4,2.0
4040,1,1,5,2.0
4040,1,1,6,4.0
4040,1,2,1,
4040,1,2,2,1800
4040,1,2,3,
4040,1,2,4,2.0
4040,1,2,5,2.0
4040,1,2,6,4.0
4040,1,3,1,
4040,1,3,2,1800
4040,1,3,3,
4040,1,3,4,2.0
4040,1,3,5,2.0
4040,1,3,6,4.0
4040,1,4,1,
4040,1,4,2,1800
4040,1,4,3,
4040,1,4,4,2.0
4040,1,4,5,2.0
4040,1,4,6,4.0
4040,2,0,1,
4040,2,0,2,1800
4040,2,0,3,
4040,2,0,4,2.0
4040,2,0,5,2.0
4040,2,0,6,4.0
4040,2,1,1,
4040,2,1,2,1800
4040,2,1,3,
4040,2,1,4,2.0
4040,2,1,5,2.0
4040,2,1,6,4.0
4040,2,2,1,
4040,2,2,2,1800
4040,2,2,3,
4040,2,2,4,2.0
4040,2,2,5,2.0
4040,2,2,6,4.0
4040,2,3,1,
4040,2,3,2,1800
4040,2,3,3,
4040,2,3,4,2.0
4040,2,3,5,2.0
4040,2,3,6,4.0
4040,2,4,1,
4040,2,4,2,1800
4040,2,4,3,
4040,2,4,4,2.0
4040,2,4,5,2.0
4040,2,4,6,4.0
4040,3,0,1,
4040,3,0,2,1800
4040,3,0,3,
4040,3,0,4,2.0
4040,3,0,5,2.0
4040,3,0,6,4.0
4040,3,1,1,
4040,3,1,2,1800
4040,3,1,3,
4040,3,1,4,2.0
4040,3,1,5,2.0
4040,3,1,6,4.0
4040,3,2,1,
4040,3,2,2,1800
4040,3,2,3,
4040,3,2,4,2.0
4040,3,2,5,2.0
4040,3,2,6,4.0
4040,3,3,1,
4040,3,3,2,1800
4040,3,3,3,
4040,3,3,4,2.0
4040,3,3,5,2.0
4040,3,3,6,4.0
4040,3,4,1,
4040,3,4,2,1800
4040,3,4,3,
4040,3,4,4,2.0
4040,3,4,5,2.0
4040,3,4,6,4.0
4044,0,0,1,
4044,0,0,2,1920
4044,0,0,3,
4044,0,0,4,2.0
4044,0,0,5,1.0
4044,0,0,6,4.0
4044,0,1,1,
4044,0,1,2,1920
4044,0,1,3,
4044,0,1,4,2.0
4044,0,1,5,1.0
4044,0,1,6,4.0
4044,0,2,1,
4044,0,2,2,1920
4044,0,2,3,
4044,0,2,4,2.0
4044,0,2,5,1.0
4044,0,2,6,4.0
4044,0,3,1,
4044,0,3,2,1920
4044,0,3,3,
4044,0,3,4,2.0
4044,0,3,5,1.0
4044,0,3,6,4.0
4044,0,4,1,
4044,0,4,2,1920
4044,0,4,3,
4044,0,4,4,2.0
4044,0,4,5,1.0
4044,0,4,6,4.0
4044,1,0,1,
4044,1,0,2,1920
4044,1,0,3,
4044,1,0,4,2.0
4044,1,0,5,1.0
4044,1,0,6,4.0
4044,1,1,1,
4044,1,1,2,1920
4044,1,1,3,
4044,1,1,4,2.0
4044,1,1,5,1.0
4044,1,1,6,4.0
4044,1,2,1,
4044,1,2,2,1920
4044,1,2,3,
4044,1,2,4,2.0
4044,1,2,5,1.0
4044,1,2,6,4.0
4044,1,3,1,
4044,1,3,2,1920
4044,1,3,3,
4044,1,3,4,2.0
4044,1,3,5,1.0
4044,1,3,6,4.0
4044,1,4,1,
4044,1,4,2,1920
4044,1,4,3,
4044,1,4,4,2.0
4044,1,4,5,1.0
4044,1,4,6,4.0
4044,2,0,1,
4044,2,0,2,1920
4044,2,0,3,
4044,2,0,4,2.0
4044,2,0,5,1.0
4044,2,0,6,4.0
4044,2,1,1,
4044,2,1,2,1920
4044,2,1,3,
4044,2,1,4,2.0
4044,2,1,5,1.0
4044,2,1,6,4.0
4044,2,2,1,
4044,2,2,2,1920
4044,2,2,3,
4044,2,2,4,2.0
4044,2,2,5,1.0
4044,2,2,6,4.0
4044,2,3,1,
4044,2,3,2,1920
4044,2,3,3,
4044,2,3,4,2.0
4044,2,3,5,1.0
4044,2,3,6,4.0
4044,2,4,1,
4044,2,4,2,1920
4044,2,4,3,
4044,2,4,4,2.0
4044,2,4,5,1.0
4044,2,4,6,4.0
4044,3,0,1,
4044,3,0,2,1920
4044,3,0,3,
4044,3,0,4,2.0
4044,3,0,5,1.0
4044,3,0,6,4.0
4044,3,1,1,
4044,3,1,2,1920
4044,3,1,3,
4044,3,1,4,2.0
4044,3,1,5,1.0
4044,3,1,6,4.0
4044,3,2,1,
4044,3,2,2,1920
4044,3,2,3,
4044,3,2,4,2.0
4044,3,2,5,1.0
4044,3,2,6,4.0
4044,3,3,1,
4044,3,3,2,1920
4044,3,3,3,
4044,3,3,4,2.0
4044,3,3,5,1.0
4044,3,3,6,4.0
4044,3,4,1,
4044,3,4,2,1920
4044,3,4,3,
4044,3,4,4,2.0
4044,3,4,5,1.0
4044,3,4,6,4.0
4035,0,0,1,
4035,0,0,2,1440
4035,0,0,3,
4035,0,0,4,2.0
4035,0,0,5,1.0
4035,0,0,6,3.0
4035,0,1,1,
4035,0,1,2,1440
4035,0,1,3,
4035,0,1,4,2.0
4035,0,1,5,1.0
4035,0,1,6,3.0
4035,0,2,1,
4035,0,2,2,1440
4035,0,2,3,
4035,0,2,4,2.0
4035,0,2,5,1.0
4035,0,2,6,3.0
4035,0,3,1,
4035,0,3,2,1440
4035,0,3,3,
4035,0,3,4,2.0
4035,0,3,5,1.0
4035,0,3,6,3.0
4035,0,4,1,
4035,0,4,2,1440
4035,0,4,3,
4035,0,4,4,2.0
4035,0,4,5,1.0
4035,0,4,6,3.0
4035,1,0,1,
4035,1,0,2,1440
4035,1,0,3,
4035,1,0,4,2.0
4035,1,0,5,1.0
4035,1,0,6,3.0
4035,1,1,1,
4035,1,1,2,1440
4035,1,1,3,
4035,1,1,4,2.0
4035,1,1,5,1.0
4035,1,1,6,3.0
4035,1,2,1,
4035,1,2,2,1440
4035,1,2,3,
4035,1,2,4,2.0
4035,1,2,5,1.0
4035,1,2,6,3.0
4035,1,3,1,
4035,1,3,2,1440
4035,1,3,3,
4035,1,3,4,2.0
4035,1,3,5,1.0
4035,1,3,6,3.0
4035,1,4,1,
4035,1,4,2,1440
4035,1,4,3,
4035,1,4,4,2.0
4035,1,4,5,1.0
4035,1,4,6,3.0
4035,2,0,1,
4035,2,0,2,1440
4035,2,0,3,
4035,2,0,4,2.0
4035,2,0,5,1.0
4035,2,0,6,3.0
4035,2,1,1,
4035,2,1,2,1440
4035,2,1,3,
4035,2,1,4,2.0
4035,2,1,5,1.0
4035,2,1,6,3.0
4035,2,2,1,
4035,2,2,2,1440
4035,2,2,3,
4035,2,2,4,2.0
4035,2,2,5,1.0
4035,2,2,6,3.0
4035,2,3,1,
4035,2,3,2,1440
4035,2,3,3,
4035,2,3,4,2.0
4035,2,3,5,1.0
4035,2,3,6,3.0
4035,2,4,1,
4035,2,4,2,1440
4035,2,4,3,
4035,2,4,4,2.0
4035,2,4,5,1.0
4035,2,4,6,3.0
4035,3,0,1,
4035,3,0,2,1440
4035,3,0,3,
4035,3,0,4,2.0
4035,3,0,5,1.0
4035,3,0,6,3.0
4035,3,1,1,
4035,3,1,2,1440
4035,3,1,3,
4035,3,1,4,2.0
4035,3,1,5,1.0
4035,3,1,6,3.0
4035,3,2,1,
4035,3,2,2,1440
4035,3,2,3,
4035,3,2,4,2.0
4035,3,2,5,1.0
4035,3,2,6,3.0
4035,3,3,1,
4035,3,3,2,1440
4035,3,3,3,
4035,3,3,4,2.0
4035,3,3,5,1.0
4035,3,3,6,3.0
4035,3,4,1,
4035,3,4,2,1440
4035,3,4,3,
4035,3,4,4,2.0
4035,3,4,5,1.0
4035,3,4,6,3.0
4043,0,0,1,
4043,0,0,2,1800
4043,0,0,3,
4043,0,0,4,2.0
4043,0,0,5,2.0
4043,0,0,6,4.0
4043,0,1,1,
4043,0,1,2,1800
4043,0,1,3,
4043,0,1,4,2.0
4043,0,1,5,2.0
4043,0,1,6,4.0
4043,0,2,1,
4043,0,2,2,1800
4043,0,2,3,
4043,0,2,4,2.0
4043,0,2,5,2.0
4043,0,2,6,4.0
4043,0,3,1,
4043,0,3,2,1800
4043,0,3,3,
4043,0,3,4,2.0
4043,0,3,5,2.0
4043,0,3,6,4.0
4043,0,4,1,
4043,0,4,2,1800
4043,0,4,3,
4043,0,4,4,2.0
4043,0,4,5,2.0
4043,0,4,6,4.0
4043,1,0,1,
4043,1,0,2,1800
4043,1,0,3,
4043,1,0,4,2.0
4043,1,0,5,2.0
4043,1,0,6,4.0
4043,1,1,1,
4043,1,1,2,1800
4043,1,1,3,
4043,1,1,4,2.0
4043,1,1,5,2.0
4043,1,1,6,4.0
4043,1,2,1,
4043,1,2,2,1800
4043,1,2,3,
4043,1,2,4,2.0
4043,1,2,5,2.0
4043,1,2,6,4.0
4043,1,3,1,
4043,1,3,2,1800
4043,1,3,3,
4043,1,3,4,2.0
4043,1,3,5,2.0
4043,1,3,6,4.0
4043,1,4,1,
4043,1,4,2,1800
4043,1,4,3,
4043,1,4,4,2.0
4043,1,4,5,2.0
4043,1,4,6,4.0
4043,2,0,1,
4043,2,0,2,1800
4043,2,0,3,
4043,2,0,4,2.0
4043,2,0,5,2.0
4043,2,0,6,4.0
4043,2,1,1,
4043,2,1,2,1800
4043,2,1,3,
4043,2,1,4,2.0
4043,2,1,5,2.0
4043,2,1,6,4.0
4043,2,2,1,
4043,2,2,2,1800
4043,2,2,3,
4043,2,2,4,2.0
4043,2,2,5,2.0
4043,2,2,6,4.0
4043,2,3,1,
4043,2,3,2,1800
4043,2,3,3,
4043,2,3,4,2.0
4043,2,3,5,2.0
4043,2,3,6,4.0
4043,2,4,1,
4043,2,4,2,1800
4043,2,4,3,
4043,2,4,4,2.0
4043,2,4,5,2.0
4043,2,4,6,4.0
4043,3,0,1,
4043,3,0,2,1800
4043,3,0,3,
4043,3,0,4,2.0
4043,3,0,5,2.0
4043,3,0,6,4.0
4043,3,1,1,
4043,3,1,2,1800
4043,3,1,3,
4043,3,1,4,2.0
4043,3,1,5,2.0
4043,3,1,6,4.0
4043,3,2,1,
4043,3,2,2,1800
4043,3,2,3,
4043,3,2,4,2.0
4043,3,2,5,2.0
4043,3,2,6,4.0
4043,3,3,1,
4043,3,3,2,1800
4043,3,3,3,
4043,3,3,4,2.0
4043,3,3,5,2.0
4043,3,3,6,4.0
4043,3,4,1,
4043,3,4,2,1800
4043,3,4,3,
4043,3,4,4,2.0
4043,3,4,5,2.0
4043,3,4,6,4.0
5973,0,0,1,
5973,0,0,2,360
5973,0,0,3,
5973,0,0,4,1.0
5973,0,0,5,1.0
5973,0,0,6,1.0
5973,1,0,1,
5973,1,0,2,360
5973,1,0,3,
5973,1,0,4,1.0
5973,1,0,5,1.0
5973,1,0,6,1.0
5973,2,0,1,
5973,2,0,2,360
5973,2,0,3,
5973,2,0,4,1.0
5973,2,0,5,1.0
5973,2,0,6,1.0
5973,3,0,1,
5973,3,0,2,360
5973,3,0,3,
5973,3,0,4,1.0
5973,3,0,5,1.0
5973,3,0,6,1.0
4038,0,0,1,
4038,0,0,2,480
4038,0,0,3,
4038,0,0,4,1.0
4038,0,0,5,1.0
4038,0,0,6,1.0
4038,1,0,1,
4038,1,0,2,480
4038,1,0,3,
4038,1,0,4,1.0
4038,1,0,5,1.0
4038,1,0,6,1.0
4038,2,0,1,
4038,2,0,2,480
4038,2,0,3,
4038,2,0,4,1.0
4038,2,0,5,1.0
4038,2,0,6,1.0
4038,3,0,1,
4038,3,0,2,480
4038,3,0,3,
4038,3,0,4,1.0
4038,3,0,5,1.0
4038,3,0,6,1.0
4080,0,0,1,7800.0
4080,0,0,2,1950
4080,0,0,3,
4080,0,0,4,2.0
4080,0,0,5,1.0
4080,0,0,6,
4080,1,0,1,7800.0
4080,1,0,2,1950
4080,1,0,3,
4080,1,0,4,2.0
4080,1,0,5,1.0
4080,1,0,6,
4080,2,0,1,7800.0
4080,2,0,2,1950
4080,2,0,3,
4080,2,0,4,2.0
4080,2,0,5,1.0
4080,2,0,6,
4080,3,0,1,7800.0
4080,3,0,2,1950
4080,3,0,3,
4080,3,0,4,2.0
4080,3,0,5,1.0
4080,3,0,6,
4080,4,0,1,7800.0
4080,4,0,2,1950
4080,4,0,3,
4080,4,0,4,2.0
4080,4,0,5,1.0
4080,4,0,6,
4080,5,0,1,7800.0
4080,5,0,2,1950
4080,5,0,3,
4080,5,0,4,2.0
4080,5,0,5,1.0
4080,5,0,6,
4080,6,0,1,7800.0
4080,6,0,2,1950
4080,6,0,3,
4080,6,0,4,2.0
4080,6,0,5,1.0
4080,6,0,6,
7681,0,0,1,13000.0
7681,0,0,2,3250
7681,0,0,3,
7681,0,0,4,2.0
7681,0,0,5,2.0
7681,0,0,6,5.0
7681,0,1,1,13000.0
7681,0,1,2,3250
7681,0,1,3,
7681,0,1,4,2.0
7681,0,1,5,2.0
7681,0,1,6,5.0
7681,0,2,1,13000.0
7681,0,2,2,3250
7681,0,2,3,
7681,0,2,4,2.0
7681,0,2,5,2.0
7681,0,2,6,5.0
7681,0,3,1,13000.0
7681,0,3,2,3250
7681,0,3,3,
7681,0,3,4,2.0
7681,0,3,5,2.0
7681,0,3,6,5.0
1029,0,0,1,870.0
1029,0,0,2,217
1029,0,0,3,
1029,0,0,4,1.0
1029,0,0,5,0.5
1029,0,0,6,1.0
1029,0,1,1,870.0
1029,0,1,2,217
1029,0,1,3,
1029,0,1,4,1.0
1029,0,1,5,0.5
1029,0,1,6,1.0
1029,0,2,1,870.0
1029,0,2,2,217
1029,0,2,3,
1029,0,2,4,1.0
1029,0,2,5,0.5
1029,0,2,6,1.0
1029,0,3,1,870.0
1029,0,3,2,217
1029,0,3,3,
1029,0,3,4,1.0
1029,0,3,5,0.5
1029,0,3,6,1.0
1029,0,4,1,870.0
1029,0,4,2,217
1029,0,4,3,
1029,0,4,4,1.0
1029,0,4,5,0.5
1029,0,4,6,1.0
1029,1,0,1,870.0
1029,1,0,2,217
1029,1,0,3,
1029,1,0,4,1.0
1029,1,0,5,0.5
1029,1,0,6,1.0
1029,1,1,1,870.0
1029,1,1,2,217
1029,1,1,3,
1029,1,1,4,1.0
1029,1,1,5,0.5
1029,1,1,6,1.0
1029,1,2,1,870.0
1029,1,2,2,217
1029,1,2,3,
1029,1,2,4,1.0
1029,1,2,5,0.5
1029,1,2,6,1.0
1029,1,3,1,870.0
